cell_type,cell_type_nt,cell_type_confidence,known_nt,known_nt_source,ito_lee_hemilineage,hartenstein_hemilineage,morphology_group,flow,cell_class,cell_sub_class,acetylcholine_fafb_n,acetylcholine_cell_type_fafb_confidence_sum,glutamate_fafb_n,glutamate_cell_type_fafb_confidence_sum,serotonin_fafb_n,dopamine_fafb_n,serotonin_cell_type_fafb_confidence_sum,dopamine_cell_type_fafb_confidence_sum,gaba_fafb_n,gaba_cell_type_fafb_confidence_sum,octopamine_fafb_n,octopamine_cell_type_fafb_confidence_sum,hemibrain_type,hemibrain_type_nt,hemibrain_type_confidence,acetylcholine_hemibrain_n,acetylcholine_cell_type_hemibrain_confidence_sum,glutamate_hemibrain_n,glutamate_cell_type_hemibrain_confidence_sum,dopamine_hemibrain_n,dopamine_cell_type_hemibrain_confidence_sum,serotonin_hemibrain_n,serotonin_cell_type_hemibrain_confidence_sum,gaba_hemibrain_n,gaba_cell_type_hemibrain_confidence_sum,octopamine_hemibrain_n,octopamine_cell_type_hemibrain_confidence_sum
lLN2T_d,gaba,0.96,NA,NA,ALl1_dorsal,BAlc_dorsal,NA,intrinsic,ALLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.1430000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN2X02,gaba,0.72,NA,NA,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,intrinsic,ALLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN8,gaba,0.96,NA,NA,ALl1_dorsal,BAlc_dorsal,NA,intrinsic,ALLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.727,NA,NA,lLN8,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.354,NA,NA
lLN2P_a,glutamate,0.1154,NA,NA,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,intrinsic,ALLN,NA,NA,NA,2,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN1_a,serotonin,0.88,NA,NA,ALl1_dorsal,BAlc_dorsal,NA,intrinsic,ALLN,NA,NA,NA,NA,NA,3,NA,1.2690000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN2T_b,serotonin,0.6675,acetylcholine,"Shang et al., 2007",ALl1_dorsal,BAlc_dorsal,NA,intrinsic,ALLN,NA,NA,NA,NA,NA,3,NA,1.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN2T_c,serotonin,0.88,NA,NA,ALl1_dorsal,BAlc_dorsal,NA,intrinsic,ALLN,NA,NA,NA,NA,NA,4,NA,1.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN2T_e,serotonin,0.88,NA,NA,ALl1_dorsal,BAlc_dorsal,NA,intrinsic,ALLN,NA,NA,NA,NA,NA,4,NA,1.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN2X03,serotonin,0.88,acetylcholine,"Shang et al., 2007",ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,intrinsic,ALLN,NA,NA,NA,NA,NA,6,NA,2.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN2X05,serotonin,0.88,NA,NA,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,intrinsic,ALLN,NA,NA,NA,NA,NA,4,NA,1.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN2X11,serotonin,0.88,NA,NA,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,intrinsic,ALLN,NA,NA,NA,NA,NA,4,NA,1.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2822,unknown,0,NA,NA,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,intrinsic,ALLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN2F_a,unknown,0,NA,NA,ALl1_dorsal,BAlc_dorsal,NA,intrinsic,ALLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lLN2X04,unknown,0,NA,NA,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,intrinsic,ALLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"(M_lPNm12,M_lPNm13)a",acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,ALl1_ventral__5,intrinsic,ALPN,multiglomerular,2,1.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_lPNm12|M_lPNm13,acetylcholine,0.94,4,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"(M_lPNm12,M_lPNm13)b",acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,ALl1_ventral__5,intrinsic,ALPN,multiglomerular,8,7.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_lPNm12|M_lPNm13,acetylcholine,0.94,4,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVLP445,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.6400000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AVLP445,acetylcholine,0.94,1,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1075,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,4,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1076,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,8,6.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1078,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,26,22.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1136,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__1,intrinsic,NA,NA,4,2.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1280,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,3,2.3810000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1425,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,3,2.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1542,acetylcholine,0.9527,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,10,8.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1702,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,3,2.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1817a,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__6,intrinsic,NA,NA,2,1.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1817b,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__6,intrinsic,NA,NA,2,1.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2153,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,4,3.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2475,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,2,1.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2521,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,2,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2556,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,7,6.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2558,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,10,8.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2664,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,7,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2789,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,4,3.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2940,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__8,intrinsic,NA,NA,2,1.7149999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3437,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,4,3.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3533,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,3,2.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3581,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,3,2.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3588,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,2,1.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3631,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,2,1.8679999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3646,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,2,1.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3673,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,4,3.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3682,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__8,intrinsic,NA,NA,2,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3692,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,2,1.7570000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3710,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,3,2.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3719,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,ALl1_ventral__0,intrinsic,NA,NA,3,2.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL112,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL112,acetylcholine,0.94,1,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL113,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,4,3.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL113,acetylcholine,0.94,1,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DA1_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,ALl1_ventral__7,intrinsic,ALPN,uniglomerular,15,12.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DA1_lPN,acetylcholine,0.94,7,0.9062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DA2_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,ALl1_ventral__9,intrinsic,ALPN,uniglomerular,11,10.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DA2_lPN,acetylcholine,0.94,5,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DL3_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,ALl1_ventral__7,intrinsic,ALPN,uniglomerular,10,8.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DL3_lPN,acetylcholine,0.94,3,0.8679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM1_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,uniglomerular,2,1.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DM1_lPN,acetylcholine,0.94,1,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM2_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,uniglomerular,4,3.6340000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DM2_lPN,acetylcholine,0.94,2,0.9085000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM5_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,ALl1_ventral__10,intrinsic,ALPN,uniglomerular,5,4.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DM5_lPN,acetylcholine,0.94,2,0.9225000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PN10t19a,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PN10t19,acetylcholine,0.94,2,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PN10t19b,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PN10t19,acetylcholine,0.94,2,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PN3t18,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,4,3.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PN3t18,acetylcholine,0.94,2,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PNl20,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.7610000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PNl20,acetylcholine,0.94,1,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PNl21,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PNl21,acetylcholine,0.94,1,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PNl22,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PNl22,acetylcholine,0.94,1,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PNl23,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PNl23,acetylcholine,0.94,1,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PNm14,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PNm14,acetylcholine,0.94,1,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PNm15,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PNm15,acetylcholine,0.94,1,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PNm16,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,4,3.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PNm16,acetylcholine,0.94,2,0.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_l2PNm17,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_l2PNm17,acetylcholine,0.94,1,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_lPNm11A,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,ALl1_ventral__4,intrinsic,ALPN,multiglomerular,7,6.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_lPNm11A,acetylcholine,0.94,3,0.8347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_lPNm11B,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_lPNm11B,acetylcholine,0.94,1,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_lPNm11C,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,multiglomerular,2,1.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_lPNm11C,acetylcholine,0.94,1,0.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_lPNm11D,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,ALl1_ventral__5,intrinsic,ALPN,multiglomerular,11,9.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M_lPNm11D,acetylcholine,0.94,5,0.8922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAD035,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAD035,acetylcholine,0.94,1,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAD049,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,4,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAD049,acetylcholine,0.94,2,0.7695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP234,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP234,acetylcholine,0.94,1,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP235,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.8679999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP235,acetylcholine,0.94,1,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP236,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP236,acetylcholine,0.94,1,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP237,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,4,3.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP237,acetylcholine,0.94,2,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP238,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP238,acetylcholine,0.94,1,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLP239,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLP239,acetylcholine,0.94,1,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA4_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,uniglomerular,2,1.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA4_lPN,acetylcholine,0.94,1,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA5_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,ALl1_ventral__3,intrinsic,ALPN,uniglomerular,6,5.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA5_lPN,acetylcholine,0.94,3,0.8943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VA7m_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,ALl1_ventral__3,intrinsic,ALPN,uniglomerular,6,5.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA7m_lPN,acetylcholine,0.94,3,0.9127000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VC1_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,uniglomerular,2,1.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VC1_lPN,acetylcholine,0.94,1,0.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VC2_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,uniglomerular,2,1.8530000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VC2_lPN,acetylcholine,0.94,1,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VES012,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VES012,acetylcholine,0.94,1,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VES013,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VES013,acetylcholine,0.94,1,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VES014,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VES014,acetylcholine,0.94,1,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VES025,acetylcholine,0.98,NA,NA,ALl1_ventral,BAlc_ventral,NA,intrinsic,NA,NA,2,1.8399999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VES025,acetylcholine,0.94,1,0.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VM1_lPN,acetylcholine,0.98,acetylcholine,"Tanaka et al., 2012",ALl1_ventral,BAlc_ventral,NA,intrinsic,ALPN,uniglomerular,4,3.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VM1_lPN,acetylcholine,0.94,1,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
